eticas-taxonomy:eticas-hallucination	hallucination	skos:closeMatch	mit-ai-risk-subdomain-3.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-hallucination	hallucination	skos:exactMatch	atlas-hallucination		semapv:ManualMappingCuration
eticas-taxonomy:eticas-output-inconsistency	output inconsistency	skos:narrowMatch	mit-ai-risk-subdomain-7.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-output-drift	output drift	skos:narrowMatch	mit-ai-risk-subdomain-7.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-measurement-validity	measurement validity	skos:relatedMatch	nist-confabulation		semapv:ManualMappingCuration
eticas-taxonomy:eticas-governance	governance	skos:closeMatch	mit-ai-risk-subdomain-6.5		semapv:ManualMappingCuration
eticas-taxonomy:eticas-governance	governance	skos:closeMatch	atlas-lack-of-model-transparency		semapv:ManualMappingCuration
eticas-taxonomy:eticas-governance	governance	skos:closeMatch	atlas-lack-of-data-transparency		semapv:ManualMappingCuration
eticas-taxonomy:eticas-unclear-responsibilities	unclear responsibilities	skos:closeMatch	mit-ai-risk-subdomain-6.5		semapv:ManualMappingCuration
eticas-taxonomy:eticas-poor-documentation	poor documentation	skos:closeMatch	atlas-lack-of-model-transparency		semapv:ManualMappingCuration
eticas-taxonomy:eticas-poor-documentation	poor documentation	skos:closeMatch	atlas-lack-of-data-transparency		semapv:ManualMappingCuration
eticas-taxonomy:eticas-poor-documentation	poor documentation	skos:closeMatch	atlas-lack-of-system-transparency		semapv:ManualMappingCuration
eticas-taxonomy:eticas-limited-auditability	limited auditability	skos:closeMatch	mit-ai-risk-subdomain-6.5		semapv:ManualMappingCuration
eticas-taxonomy:eticas-fitness-for-purpose	fitness for purpose	skos:closeMatch	mit-ai-risk-subdomain-7.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-regulatory-non-compliance	regulatory non compliance	skos:relatedMatch	mit-ai-risk-subdomain-6.5		semapv:ManualMappingCuration
eticas-taxonomy:eticas-incident-response-gaps	incident response gaps	skos:closeMatch	mit-ai-risk-subdomain-6.5		semapv:ManualMappingCuration
eticas-taxonomy:eticas-human-oversight-control	human oversight control	skos:closeMatch	mit-ai-risk-subdomain-5.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-human-oversight-control	human oversight control	skos:closeMatch	nist-human-ai-configuration		semapv:ManualMappingCuration
eticas-taxonomy:eticas-security-misuse	security misuse	skos:closeMatch	mit-ai-risk-subdomain-2.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-security-misuse	security misuse	skos:closeMatch	mit-ai-risk-domain-4		semapv:ManualMappingCuration
eticas-taxonomy:eticas-security-misuse	security misuse	skos:closeMatch	nist-information-security		semapv:ManualMappingCuration
eticas-taxonomy:eticas-adversarial-attacks	adversarial attacks	skos:closeMatch	mit-ai-risk-subdomain-2.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-prompt-injection	prompt injection	skos:narrowMatch	mit-ai-risk-subdomain-2.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-prompt-injection	prompt injection	skos:exactMatch	atlas-prompt-injection		semapv:ManualMappingCuration
eticas-taxonomy:eticas-prompt-injection	prompt injection	skos:narrowMatch	nist-information-security		semapv:ManualMappingCuration
eticas-taxonomy:eticas-jailbreaking	jailbreaking	skos:narrowMatch	mit-ai-risk-subdomain-2.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-jailbreaking	jailbreaking	skos:exactMatch	atlas-jailbreaking		semapv:ManualMappingCuration
eticas-taxonomy:eticas-model-extraction	model extraction	skos:narrowMatch	mit-ai-risk-subdomain-2.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-model-extraction	model extraction	skos:narrowMatch	nist-information-security		semapv:ManualMappingCuration
eticas-taxonomy:eticas-model-extraction	model extraction	skos:exactMatch	atlas-extraction-attack		semapv:ManualMappingCuration
eticas-taxonomy:eticas-data-poisoning	data poisoning	skos:narrowMatch	mit-ai-risk-subdomain-2.2		semapv:ManualMappingCuration
eticas-taxonomy:eticas-data-poisoning	data poisoning	skos:narrowMatch	nist-information-security		semapv:ManualMappingCuration
eticas-taxonomy:eticas-data-poisoning	data poisoning	skos:exactMatch	atlas-data-poisoning		semapv:ManualMappingCuration
eticas-taxonomy:eticas-misuse-beyond-intended-purpose	misuse beyond intended purpose	skos:closeMatch	mit-ai-risk-domain-4		semapv:ManualMappingCuration
eticas-taxonomy:eticas-misuse-beyond-intended-purpose	misuse beyond intended purpose	skos:narrowMatch	nist-cbrn-information-or-capabilities		semapv:ManualMappingCuration
eticas-taxonomy:eticas-misuse-beyond-intended-purpose	misuse beyond intended purpose	skos:closeMatch	atlas-improper-usage		semapv:ManualMappingCuration
eticas-taxonomy:eticas-misuse-beyond-intended-purpose	misuse beyond intended purpose	skos:closeMatch	atlas-dangerous-use		semapv:ManualMappingCuration
eticas-taxonomy:eticas-behavioural-manipulation	behavioural manipulation	skos:closeMatch	mit-ai-risk-subdomain-4.3		semapv:ManualMappingCuration
eticas-taxonomy:eticas-synthetic-media-abuse	synthetic media abuse	skos:closeMatch	mit-ai-risk-subdomain-4.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-synthetic-media-abuse	synthetic media abuse	skos:closeMatch	nist-information-integrity		semapv:ManualMappingCuration
eticas-taxonomy:eticas-synthetic-media-abuse	synthetic media abuse	skos:closeMatch	atlas-spreading-disinformation		semapv:ManualMappingCuration
eticas-taxonomy:eticas-synthetic-media-abuse	synthetic media abuse	skos:closeMatch	atlas-non-disclosure		semapv:ManualMappingCuration
eticas-taxonomy:eticas-csam-ncii-generation	csam ncii generation	skos:closeMatch	nist-obscene-degrading-and-or-abusive-content		semapv:ManualMappingCuration
eticas-taxonomy:eticas-environmental-impact	environmental impact	skos:exactMatch	mit-ai-risk-subdomain-6.6		semapv:ManualMappingCuration
eticas-taxonomy:eticas-environmental-impact	environmental impact	skos:exactMatch	nist-environmental-impacts		semapv:ManualMappingCuration
eticas-taxonomy:eticas-environmental-impact	environmental impact	skos:exactMatch	atlas-impact-on-the-environment		semapv:ManualMappingCuration
eticas-taxonomy:eticas-inference-energy-consumption	inference energy consumption	skos:narrowMatch	nist-environmental-impacts		semapv:ManualMappingCuration
eticas-taxonomy:eticas-inference-energy-consumption	inference energy consumption	skos:narrowMatch	mit-ai-risk-subdomain-6.6		semapv:ManualMappingCuration
eticas-taxonomy:eticas-training-resource-consumption	training resource consumption	skos:narrowMatch	nist-environmental-impacts		semapv:ManualMappingCuration
eticas-taxonomy:eticas-training-resource-consumption	training resource consumption	skos:narrowMatch	mit-ai-risk-subdomain-6.6		semapv:ManualMappingCuration
eticas-taxonomy:eticas-hardware-efficiency	hardware efficiency	skos:narrowMatch	nist-environmental-impacts		semapv:ManualMappingCuration
eticas-taxonomy:eticas-transparency-explainability	transparency explainability	skos:closeMatch	mit-ai-risk-subdomain-7.4		semapv:ManualMappingCuration
eticas-taxonomy:eticas-transparency-explainability	transparency explainability	skos:closeMatch	atlas-unexplainable-output		semapv:ManualMappingCuration
eticas-taxonomy:eticas-system-explainability	system explainability	skos:closeMatch	mit-ai-risk-subdomain-7.4		semapv:ManualMappingCuration
eticas-taxonomy:eticas-system-explainability	system explainability	skos:closeMatch	atlas-unexplainable-output		semapv:ManualMappingCuration
eticas-taxonomy:eticas-right-to-explanation-contestation	right to explanation contestation	skos:narrowMatch	mit-ai-risk-subdomain-7.4		semapv:ManualMappingCuration
eticas-taxonomy:eticas-stakeholder-communication	stakeholder communication	skos:closeMatch	mit-ai-risk-subdomain-7.4		semapv:ManualMappingCuration
eticas-taxonomy:eticas-ai-interaction-disclosure	ai interaction disclosure	skos:closeMatch	atlas-non-disclosure		semapv:ManualMappingCuration
eticas-taxonomy:eticas-ai-interaction-disclosure	ai interaction disclosure	skos:relatedMatch	nist-information-integrity		semapv:ManualMappingCuration
eticas-taxonomy:eticas-agentic-ai	agentic ai	skos:closeMatch	mit-ai-risk-subdomain-7.6		semapv:ManualMappingCuration
eticas-taxonomy:eticas-agentic-ai	agentic ai	skos:closeMatch	mit-ai-risk-subdomain-7.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-unsafe-tool-calls	unsafe tool calls	skos:closeMatch	mit-ai-risk-subdomain-7.6		semapv:ManualMappingCuration
eticas-taxonomy:eticas-function-calling-hallucination	function calling hallucination	skos:closeMatch	atlas-hallucination		semapv:ManualMappingCuration
eticas-taxonomy:eticas-scope-creep-goal-misalignment	scope creep goal misalignment	skos:closeMatch	mit-ai-risk-subdomain-7.1		semapv:ManualMappingCuration
eticas-taxonomy:eticas-trust-exploitation-between-agents	trust exploitation between agents	skos:closeMatch	mit-ai-risk-subdomain-7.6		semapv:ManualMappingCuration
eticas-taxonomy:eticas-untraceable-agent-actions	untraceable agent actions	skos:closeMatch	mit-ai-risk-subdomain-7.4		semapv:ManualMappingCuration
eticas-taxonomy:eticas-untraceable-agent-actions	untraceable agent actions	skos:closeMatch	atlas-unexplainable-output		semapv:ManualMappingCuration
